movieId,title,genres,published
44,Mortal Kombat (1995),Action|Adventure|Fantasy,02/08/2017 16:24
45,To Die For (1995),Comedy|Drama|Thriller,02/08/2017 16:24
46,How to Make an American Quilt (1995),Drama|Romance,02/08/2017 16:24
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,02/08/2017 16:24
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,02/08/2017 16:24
49,When Night Is Falling (1995),Drama|Romance,02/08/2017 16:24
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,02/08/2017 16:24
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,02/08/2017 16:24
53,Lamerica (1994),Adventure|Drama,02/08/2017 16:24
54,"Big Green, The (1995)",Children|Comedy,02/08/2017 16:24
55,Georgia (1995),Drama,02/08/2017 16:24
57,Home for the Holidays (1995),Drama,02/08/2017 16:24
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,02/08/2017 16:24
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,02/08/2017 16:24
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,02/08/2017 16:24
61,Eye for an Eye (1996),Drama|Thriller,02/08/2017 16:24
62,Mr. Holland's Opus (1995),Drama,02/08/2017 16:24
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,02/08/2017 16:24
64,Two if by Sea (1996),Comedy|Romance,02/08/2017 16:24
65,Bio-Dome (1996),Comedy,02/08/2017 16:24
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,02/08/2017 16:24
68,French Twist (Gazon maudit) (1995),Comedy|Romance,02/08/2017 16:24
69,Friday (1995),Comedy,02/08/2017 16:24
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,02/08/2017 16:24
71,Fair Game (1995),Action,02/08/2017 16:24
72,Kicking and Screaming (1995),Comedy|Drama,02/08/2017 16:24
73,"Mis̩rables, Les (1995)",Drama|War,02/08/2017 16:24
74,Bed of Roses (1996),Drama|Romance,02/08/2017 16:24
76,Screamers (1995),Action|Sci-Fi|Thriller,02/08/2017 16:24
77,Nico Icon (1995),Documentary,02/08/2017 16:24
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,02/08/2017 16:24
79,"Juror, The (1996)",Drama|Thriller,02/08/2017 16:24
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,02/08/2017 16:24
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,02/08/2017 16:24
82,Antonia's Line (Antonia) (1995),Comedy|Drama,02/08/2017 16:24
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,02/08/2017 16:24
84,Last Summer in the Hamptons (1995),Comedy|Drama,02/08/2017 16:24
85,Angels and Insects (1995),Drama|Romance,02/08/2017 16:24
86,White Squall (1996),Action|Adventure|Drama,02/08/2017 16:24
87,Dunston Checks In (1996),Children|Comedy,02/08/2017 16:24
88,Black Sheep (1996),Comedy,02/08/2017 16:24
89,Nick of Time (1995),Action|Thriller,02/08/2017 16:24
92,Mary Reilly (1996),Drama|Horror|Thriller,02/08/2017 16:24
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,02/08/2017 16:24
94,Beautiful Girls (1996),Comedy|Drama|Romance,02/08/2017 16:24
95,Broken Arrow (1996),Action|Adventure|Thriller,02/08/2017 16:24
96,In the Bleak Midwinter (1995),Comedy|Drama,02/08/2017 16:24
97,"Hate (Haine, La) (1995)",Crime|Drama,02/08/2017 16:24
98,Shopping (1994),Action|Thriller,02/08/2017 16:24
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,02/08/2017 16:24
100,City Hall (1996),Drama|Thriller,02/08/2017 16:24
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,02/08/2017 16:24
102,Mr. Wrong (1996),Comedy,02/08/2017 16:24
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,02/08/2017 16:24
104,Happy Gilmore (1996),Comedy,02/08/2017 16:24
105,"Bridges of Madison County, The (1995)",Drama|Romance,02/08/2017 16:24
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,02/08/2017 16:24
108,Catwalk (1996),Documentary,02/08/2017 16:24
110,Braveheart (1995),Action|Drama|War,02/08/2017 16:24
111,Taxi Driver (1976),Crime|Drama|Thriller,02/08/2017 16:24
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,02/08/2017 16:24
113,Before and After (1996),Drama|Mystery,02/08/2017 16:24
114,Margaret's Museum (1995),Drama,02/08/2017 16:24
116,Anne Frank Remembered (1995),Documentary,02/08/2017 16:24
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,02/08/2017 16:24
118,If Lucy Fell (1996),Comedy|Romance,02/08/2017 16:24
119,"Steal Big, Steal Little (1995)",Comedy,02/08/2017 16:24
121,"Boys of St. Vincent, The (1992)",Drama,02/08/2017 16:24
122,Boomerang (1992),Comedy|Romance,02/08/2017 16:24
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,02/08/2017 16:24
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,02/08/2017 16:24
125,Flirting With Disaster (1996),Comedy,02/08/2017 16:24
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,02/08/2017 16:24
129,Pie in the Sky (1996),Comedy|Romance,02/08/2017 16:24
130,Angela (1995),Drama,02/08/2017 16:24
131,Frankie Starlight (1995),Drama|Romance,02/08/2017 16:24
132,Jade (1995),Thriller,02/08/2017 16:24
135,Down Periscope (1996),Comedy,02/08/2017 16:24
137,Man of the Year (1995),Documentary,02/08/2017 16:24
140,Up Close and Personal (1996),Drama|Romance,02/08/2017 16:24
141,"Birdcage, The (1996)",Comedy,02/08/2017 16:24
144,"Brothers McMullen, The (1995)",Comedy,02/08/2017 16:24
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,02/08/2017 16:24
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,02/08/2017 16:24
147,"Basketball Diaries, The (1995)",Drama,02/08/2017 16:24
148,"Awfully Big Adventure, An (1995)",Drama,02/08/2017 16:24
149,Amateur (1994),Crime|Drama|Thriller,02/08/2017 16:24
150,Apollo 13 (1995),Adventure|Drama|IMAX,02/08/2017 16:24
151,Rob Roy (1995),Action|Drama|Romance|War,02/08/2017 16:24
152,"Addiction, The (1995)",Drama|Horror,02/08/2017 16:24
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,02/08/2017 16:24
154,Beauty of the Day (Belle de jour) (1967),Drama,02/08/2017 16:24
155,Beyond Rangoon (1995),Adventure|Drama|War,02/08/2017 16:24
156,Blue in the Face (1995),Comedy|Drama,02/08/2017 16:24
157,Canadian Bacon (1995),Comedy|War,02/08/2017 16:24
158,Casper (1995),Adventure|Children,02/08/2017 16:24
159,Clockers (1995),Crime|Drama|Mystery,02/08/2017 16:24
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,02/08/2017 16:24
161,Crimson Tide (1995),Drama|Thriller|War,02/08/2017 16:24
162,Crumb (1994),Documentary,02/08/2017 16:24
163,Desperado (1995),Action|Romance|Western,02/08/2017 16:24
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,02/08/2017 16:24
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,02/08/2017 16:24
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,02/08/2017 16:24
167,Feast of July (1995),Drama,02/08/2017 16:24
168,First Knight (1995),Action|Drama|Romance,02/08/2017 16:24
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,02/08/2017 16:24
170,Hackers (1995),Action|Adventure|Crime|Thriller,02/08/2017 16:24
171,Jeffrey (1995),Comedy|Drama,02/08/2017 16:24
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,02/08/2017 16:24
173,Judge Dredd (1995),Action|Crime|Sci-Fi,02/08/2017 16:24
174,Jury Duty (1995),Comedy,02/08/2017 16:24
175,Kids (1995),Drama,02/08/2017 16:24
176,Living in Oblivion (1995),Comedy,02/08/2017 16:24
177,Lord of Illusions (1995),Horror,02/08/2017 16:24
178,Love & Human Remains (1993),Comedy|Drama,02/08/2017 16:24
179,Mad Love (1995),Drama|Romance,02/08/2017 16:24
180,Mallrats (1995),Comedy|Romance,02/08/2017 16:24
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,02/08/2017 16:24
183,Mute Witness (1994),Comedy|Horror|Thriller,02/08/2017 16:24
184,Nadja (1994),Drama,02/08/2017 16:24
185,"Net, The (1995)",Action|Crime|Thriller,02/08/2017 16:24
186,Nine Months (1995),Comedy|Romance,02/08/2017 16:24
187,Party Girl (1995),Comedy,02/08/2017 16:24
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,02/08/2017 16:24
189,Reckless (1995),Comedy|Fantasy,02/08/2017 16:24
190,Safe (1995),Thriller,02/08/2017 16:24
191,"Scarlet Letter, The (1995)",Drama|Romance,02/08/2017 16:24
193,Showgirls (1995),Drama,02/08/2017 16:24
194,Smoke (1995),Comedy|Drama,02/08/2017 16:24
195,Something to Talk About (1995),Comedy|Drama|Romance,02/08/2017 16:24
196,Species (1995),Horror|Sci-Fi,02/08/2017 16:24
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,02/08/2017 16:24
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,02/08/2017 16:24
200,"Tie That Binds, The (1995)",Thriller,02/08/2017 16:24
201,Three Wishes (1995),Drama|Fantasy,02/08/2017 16:24
202,Total Eclipse (1995),Drama|Romance,02/08/2017 16:24
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,02/08/2017 16:24
204,Under Siege 2: Dark Territory (1995),Action,02/08/2017 16:24
205,Unstrung Heroes (1995),Comedy|Drama,02/08/2017 16:24
206,Unzipped (1995),Documentary,02/08/2017 16:24
207,"Walk in the Clouds, A (1995)",Drama|Romance,02/08/2017 16:24
208,Waterworld (1995),Action|Adventure|Sci-Fi,02/08/2017 16:24
209,White Man's Burden (1995),Drama,02/08/2017 16:24
211,"Browning Version, The (1994)",Drama,02/08/2017 16:24
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,02/08/2017 16:24
214,Before the Rain (Pred dozhdot) (1994),Drama|War,02/08/2017 16:24
215,Before Sunrise (1995),Drama|Romance,02/08/2017 16:24
216,Billy Madison (1995),Comedy,02/08/2017 16:24
217,"Babysitter, The (1995)",Drama|Thriller,02/08/2017 16:24
218,Boys on the Side (1995),Comedy|Drama,02/08/2017 16:24
219,"Cure, The (1995)",Drama,02/08/2017 16:24
220,Castle Freak (1995),Horror,02/08/2017 16:24
222,Circle of Friends (1995),Drama|Romance,02/08/2017 16:24
223,Clerks (1994),Comedy,02/08/2017 16:24
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,02/08/2017 16:24
225,Disclosure (1994),Drama|Thriller,02/08/2017 16:24
227,Drop Zone (1994),Action|Thriller,02/08/2017 16:24
228,Destiny Turns on the Radio (1995),Comedy,02/08/2017 16:24
229,Death and the Maiden (1994),Drama|Thriller,02/08/2017 16:24
230,Dolores Claiborne (1995),Drama|Thriller,02/08/2017 16:24
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,02/08/2017 16:24
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,02/08/2017 16:24
233,Exotica (1994),Drama,02/08/2017 16:24
234,Exit to Eden (1994),Comedy,02/08/2017 16:24
235,Ed Wood (1994),Comedy|Drama,02/08/2017 16:24
236,French Kiss (1995),Action|Comedy|Romance,02/08/2017 16:24
237,Forget Paris (1995),Comedy|Romance,02/08/2017 16:24
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,02/08/2017 16:24
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,02/08/2017 16:24
240,Hideaway (1995),Thriller,02/08/2017 16:24
241,Fluke (1995),Children|Drama,02/08/2017 16:24
242,Farinelli: il castrato (1994),Drama|Musical,02/08/2017 16:24
243,Gordy (1995),Children|Comedy|Fantasy,02/08/2017 16:24
244,Gumby: The Movie (1995),Animation|Children,02/08/2017 16:24
245,The Glass Shield (1994),Crime|Drama,02/08/2017 16:24
246,Hoop Dreams (1994),Documentary,02/08/2017 16:24
247,Heavenly Creatures (1994),Crime|Drama,02/08/2017 16:24
248,Houseguest (1994),Comedy,02/08/2017 16:24
249,Immortal Beloved (1994),Drama|Romance,02/08/2017 16:24
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,02/08/2017 16:24
251,"Hunted, The (1995)",Action,02/08/2017 16:24
252,I.Q. (1994),Comedy|Romance,02/08/2017 16:24
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,02/08/2017 16:24
254,Jefferson in Paris (1995),Drama,02/08/2017 16:24
255,"Jerky Boys, The (1995)",Comedy,02/08/2017 16:24
256,Junior (1994),Comedy|Sci-Fi,02/08/2017 16:24
257,Just Cause (1995),Mystery|Thriller,02/08/2017 16:24
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,02/08/2017 16:24
259,Kiss of Death (1995),Crime|Drama|Thriller,02/08/2017 16:24
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,02/08/2017 16:24
261,Little Women (1994),Drama,02/08/2017 16:24
262,"Little Princess, A (1995)",Children|Drama,02/08/2017 16:24
263,Ladybird Ladybird (1994),Drama,02/08/2017 16:24
264,"Enfer, L' (1994)",Drama,02/08/2017 16:24
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,02/08/2017 16:24
266,Legends of the Fall (1994),Drama|Romance|War|Western,02/08/2017 16:24
267,Major Payne (1995),Comedy,02/08/2017 16:24
268,Little Odessa (1994),Crime|Drama,02/08/2017 16:24
269,My Crazy Life (Mi vida loca) (1993),Drama,02/08/2017 16:24
270,Love Affair (1994),Drama|Romance,02/08/2017 16:24
271,Losing Isaiah (1995),Drama,02/08/2017 16:24
272,"Madness of King George, The (1994)",Comedy|Drama,02/08/2017 16:24
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,02/08/2017 16:24
274,Man of the House (1995),Comedy,02/08/2017 16:24
275,Mixed Nuts (1994),Comedy,02/08/2017 16:24
276,Milk Money (1994),Comedy|Romance,02/08/2017 16:24
277,Miracle on 34th Street (1994),Drama,02/08/2017 16:24
278,Miami Rhapsody (1995),Comedy,02/08/2017 16:24
279,My Family (1995),Drama,02/08/2017 16:24
280,Murder in the First (1995),Drama|Thriller,02/08/2017 16:24
281,Nobody's Fool (1994),Comedy|Drama|Romance,02/08/2017 16:24
282,Nell (1994),Drama,02/08/2017 16:24
283,New Jersey Drive (1995),Crime|Drama,02/08/2017 16:24
285,Beyond Bedlam (1993),Drama|Horror,02/08/2017 16:24
287,Nina Takes a Lover (1994),Comedy|Romance,02/08/2017 16:24
288,Natural Born Killers (1994),Action|Crime|Thriller,02/08/2017 16:24
289,Only You (1994),Comedy|Romance,02/08/2017 16:24
290,Once Were Warriors (1994),Crime|Drama,02/08/2017 16:24
291,Poison Ivy II (1996),Drama|Thriller,02/08/2017 16:24
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,02/08/2017 16:24
293,L̩on: The Professional (a.k.a. The Professional) (L̩on) (1994),Action|Crime|Drama|Thriller,02/08/2017 16:24
294,"Perez Family, The (1995)",Comedy|Romance,02/08/2017 16:24
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,02/08/2017 16:24
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,02/08/2017 16:24
299,Priest (1994),Drama,02/08/2017 16:24
300,Quiz Show (1994),Drama,02/08/2017 16:24
301,Picture Bride (Bijo photo) (1994),Drama|Romance,02/08/2017 16:24
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,02/08/2017 16:24
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,02/08/2017 16:24
304,Roommates (1995),Comedy|Drama,02/08/2017 16:24
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,02/08/2017 16:24
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,02/08/2017 16:24
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,02/08/2017 16:24
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,02/08/2017 16:24
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,02/08/2017 16:24
312,Stuart Saves His Family (1995),Comedy,02/08/2017 16:24
313,"Swan Princess, The (1994)",Animation|Children,02/08/2017 16:24
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,02/08/2017 16:24
315,"Specialist, The (1994)",Action|Drama|Thriller,02/08/2017 16:24
316,Stargate (1994),Action|Adventure|Sci-Fi,02/08/2017 16:24
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,02/08/2017 16:24
318,"Shawshank Redemption, The (1994)",Crime|Drama,02/08/2017 16:24
319,Shallow Grave (1994),Comedy|Drama|Thriller,02/08/2017 16:24
320,Suture (1993),Film-Noir|Thriller,02/08/2017 16:24
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,02/08/2017 16:24
322,Swimming with Sharks (1995),Comedy|Drama,02/08/2017 16:24
324,"Sum of Us, The (1994)",Comedy|Drama,02/08/2017 16:24
325,National Lampoon's Senior Trip (1995),Comedy,02/08/2017 16:24
326,To Live (Huozhe) (1994),Drama,02/08/2017 16:24
327,Tank Girl (1995),Action|Comedy|Sci-Fi,02/08/2017 16:24
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,02/08/2017 16:24
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,02/08/2017 16:24
330,Tales from the Hood (1995),Action|Crime|Horror,02/08/2017 16:24
331,Tom & Viv (1994),Drama,02/08/2017 16:24
332,Village of the Damned (1995),Horror|Sci-Fi,02/08/2017 16:24
333,Tommy Boy (1995),Comedy,02/08/2017 16:24
334,Vanya on 42nd Street (1994),Drama,02/08/2017 16:24
335,Underneath (1995),Mystery|Thriller,02/08/2017 16:24
336,"Walking Dead, The (1995)",Drama|War,02/08/2017 16:24
337,What's Eating Gilbert Grape (1993),Drama,02/08/2017 16:24
338,Virtuosity (1995),Action|Sci-Fi|Thriller,02/08/2017 16:24
339,While You Were Sleeping (1995),Comedy|Romance,02/08/2017 16:24
340,"War, The (1994)",Adventure|Drama|War,02/08/2017 16:24
341,Double Happiness (1994),Drama,02/08/2017 16:24
342,Muriel's Wedding (1994),Comedy,02/08/2017 16:24
343,"Baby-Sitters Club, The (1995)",Children,02/08/2017 16:24
344,Ace Ventura: Pet Detective (1994),Comedy,02/08/2017 16:24
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,02/08/2017 16:24
346,Backbeat (1993),Drama|Musical,02/08/2017 16:24
347,Bitter Moon (1992),Drama|Film-Noir|Romance,02/08/2017 16:24
348,Bullets Over Broadway (1994),Comedy,02/08/2017 16:24
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,02/08/2017 16:24
350,"Client, The (1994)",Drama|Mystery|Thriller,02/08/2017 16:24
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,02/08/2017 16:24
352,Crooklyn (1994),Comedy|Drama,02/08/2017 16:24
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,02/08/2017 16:24
354,Cobb (1994),Drama,02/08/2017 16:24
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,02/08/2017 16:24
356,Forrest Gump (1994),Comedy|Drama|Romance|War,02/08/2017 16:24
357,Four Weddings and a Funeral (1994),Comedy|Romance,02/08/2017 16:24
358,Higher Learning (1995),Drama,02/08/2017 16:24
360,I Love Trouble (1994),Action|Comedy,02/08/2017 16:24
361,It Could Happen to You (1994),Comedy|Drama|Romance,02/08/2017 16:24
362,"Jungle Book, The (1994)",Adventure|Children|Romance,02/08/2017 16:24
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,02/08/2017 16:24
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,02/08/2017 16:24
365,Little Buddha (1993),Drama,02/08/2017 16:24
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,02/08/2017 16:24
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,02/08/2017 16:24
368,Maverick (1994),Adventure|Comedy|Western,02/08/2017 16:24
369,Mrs. Parker and the Vicious Circle (1994),Drama,02/08/2017 16:24
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,02/08/2017 16:24
371,"Paper, The (1994)",Comedy|Drama,02/08/2017 16:24
372,Reality Bites (1994),Comedy|Drama|Romance,02/08/2017 16:24
373,Red Rock West (1992),Thriller,02/08/2017 16:24
374,Richie Rich (1994),Children|Comedy,02/08/2017 16:24
375,Safe Passage (1994),Drama,02/08/2017 16:24
376,"River Wild, The (1994)",Action|Thriller,02/08/2017 16:24
377,Speed (1994),Action|Romance|Thriller,02/08/2017 16:24
378,Speechless (1994),Comedy|Romance,02/08/2017 16:24
379,Timecop (1994),Action|Sci-Fi|Thriller,02/08/2017 16:24
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,02/08/2017 16:24
381,When a Man Loves a Woman (1994),Drama|Romance,02/08/2017 16:24
382,Wolf (1994),Drama|Horror|Romance|Thriller,02/08/2017 16:24
383,Wyatt Earp (1994),Western,02/08/2017 16:24
384,Bad Company (1995),Action|Crime|Drama,02/08/2017 16:24
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,02/08/2017 16:24
388,Boys Life (1995),Drama,02/08/2017 16:24
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,02/08/2017 16:24
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,02/08/2017 16:24
391,Jason's Lyric (1994),Crime|Drama,02/08/2017 16:24
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,02/08/2017 16:24
393,Street Fighter (1994),Action|Adventure|Fantasy,02/08/2017 16:24
401,Mirage (1995),Action|Thriller,02/08/2017 16:24
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,02/08/2017 16:24
407,In the Mouth of Madness (1995),Horror|Thriller,02/08/2017 16:24
408,8 Seconds (1994),Drama,02/08/2017 16:24
409,Above the Rim (1994),Crime|Drama,02/08/2017 16:24
410,Addams Family Values (1993),Children|Comedy|Fantasy,02/08/2017 16:24
412,"Age of Innocence, The (1993)",Drama,02/08/2017 16:24
413,Airheads (1994),Comedy,02/08/2017 16:24
414,"Air Up There, The (1994)",Comedy,02/08/2017 16:24
415,Another Stakeout (1993),Comedy|Thriller,02/08/2017 16:24
416,Bad Girls (1994),Western,02/08/2017 16:24
417,Barcelona (1994),Comedy|Romance,02/08/2017 16:24
418,Being Human (1993),Drama,02/08/2017 16:24
419,"Beverly Hillbillies, The (1993)",Comedy,02/08/2017 16:24
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,02/08/2017 16:24
421,Black Beauty (1994),Adventure|Children|Drama,02/08/2017 16:24
422,Blink (1994),Thriller,02/08/2017 16:24
423,Blown Away (1994),Action|Thriller,02/08/2017 16:24
424,Blue Chips (1994),Drama,02/08/2017 16:24
425,Blue Sky (1994),Drama|Romance,02/08/2017 16:24
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,02/08/2017 16:24
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,02/08/2017 16:24
428,"Bronx Tale, A (1993)",Drama,02/08/2017 16:24
429,Cabin Boy (1994),Comedy,02/08/2017 16:24
431,Carlito's Way (1993),Crime|Drama,02/08/2017 16:24
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,02/08/2017 16:24
433,Clean Slate (1994),Comedy,02/08/2017 16:24
434,Cliffhanger (1993),Action|Adventure|Thriller,02/08/2017 16:24
435,Coneheads (1993),Comedy|Sci-Fi,02/08/2017 16:24
436,Color of Night (1994),Drama|Thriller,02/08/2017 16:24
437,Cops and Robbersons (1994),Comedy,02/08/2017 16:24
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,02/08/2017 16:24
439,Dangerous Game (1993),Drama,02/08/2017 16:24
440,Dave (1993),Comedy|Romance,02/08/2017 16:24
441,Dazed and Confused (1993),Comedy,02/08/2017 16:24
442,Demolition Man (1993),Action|Adventure|Sci-Fi,02/08/2017 16:24
443,"Endless Summer 2, The (1994)",Adventure|Documentary,02/08/2017 16:24
